Position   Rating   Sudoku_in_suduku17C_list                                                                    Canonical_form                                                                              Sudoku_from_sudokugarden.de                                                                 Cmp    Date
    1341      133   ______5_1+2__6_____+______4__+___2___8_+__4______+_1_______+83_____7_+____526__+__7_4____   ________1+_______2_+__3__4___+_____54__+_1_______+26_______+____1___7+__7___38_+_5_46____   _56_____9+_4_______+____3__8_+_____68__+2______3_+___4___7_+________2+9___2____+______6_5   PERM   2018-08-04
    1342      131   ______5_1+2__8_____+_________+4______2_+_____67__+____31___+___7__94_+_1_5_____+_6__8____   _________+_______12+__3__4___+_____34__+_1_______+_5__6_7__+___12____+___8____9+__9___65_   _______26+_________+__8__1___+___62____+__3___7_9+___4___3_+_____81__+6________+9___7_5__   PERM   2018-08-05
    1343      132   ______5_1+2__8_____+_________+9______2_+_____67__+____31___+___7__24_+_1_5_____+_6__8____   _________+_______12+__3__4___+_____35__+_1_______+_6__7_3__+___12____+___8____9+__9___76_   ___59____+_________+__8_____6+__7__8___+___3___2_+______19_+___8_4__3+_9______5+_2____6__   PERM   2018-08-06
    1344      132   ______5_1+2__8_____+_________+9______2_+_____67__+____31___+___7__94_+_1_5_____+_6__8____   _________+_______12+__3__4___+_____35__+_1_______+_6__7_4__+___12____+___8____9+__9___76_   ___75____+_________+4_______9+____1__3_+2____4___+______67_+__3___9__+__7_____5+____28__1   PERM   2018-08-07
    1345     1835   ______5_1+3__4_____+___6__7__+_6____2__+__5_1____+_____2_3_+84_____9_+____7____+___5_____   ________1+_______2_+__3_45___+_____6__4+_2______7+81_______+___1___8_+__6___9__+_9__7____   ___5__3__+__9_6____+_3______7+______69_+4____7___+5_____8__+6________+___4_1__2+__8______   PERM   2018-08-08
    1346      478   ______5_1+3__8_____+___6__7__+_6____2__+__5_1____+_____2_4_+84_____3_+____7____+___5_____   ________1+_______2_+__3_45___+_____3__5+_2______6+71_______+___1___7_+__4___8__+_8__6____   _3_____1_+__8______+___57___2+_2_______+____4_7__+5_____9__+8__1_2___+_____3___+__9___4__   PERM   2018-08-09
    1347      530   ______5_1+3__9_____+___6__7__+_6____2__+__5_1____+_____2_4_+84_____3_+____7____+___5_____   ________1+_______2_+__3_45___+_____3__6+_2______7+81_______+___1___8_+__4___9__+_9__7____   ___9_____+8_1____2_+_____5__6+_____2___+____1_7__+3_____4__+_26_9____+_5_______+___7__3__   PERM   2018-08-10
    1348      148   ______5_1+4__2_____+___6_____+_3__59___+7______2_+____1__4_+6__4__3__+__1_8____+_________   _________+_____1__2+__3_4__5_+_______4_+____5__6_+_17______+___3__8_7+5_______1+6___9____   _3_____5_+___8___7_+__16_2___+_________+_9__7___1+8__4_____+____9____+_7__5____+______8_6   PERM   2018-08-11
    1349      135   ______5_1+5__7_____+______4__+2____3_6_+____1_2__+____4____+_41_____3+___2___7_+_8_______   ________1+_______23+__3__4___+_____54__+_6_______+21_____7_+____1____+____2___5+__57__8__   _37______+___8____2+4________+____3_4__+_2__17___+9_______8+______75_+______3__+2__1_____   PERM   2018-08-12
    1350      131   ______5_1+6___2____+37_______+____3__7_+_5_______+__8______+72_____6_+___8_54__+___1_____   ________1+_______2_+__3__4___+______3_4+___15____+__6___7__+_____74_6+_5_______+12_8_____   __4_7_5__+_21___4__+___6_____+_______96+________7+_5___1___+9________+7_______3+_____42__   PERM   2018-08-13
    1351      133   ______5_1+6___3____+4____7___+_5_2_____+_18______+____7__4_+_2_5_____+3______7_+______6__   ________1+_____1_2_+__3_4____+______5__+_1___6___+7_____3__+___8_____+__453____+_2_____76   9___7____+4________+___6___5_+_6_______+__1____6_+_____9__3+______8__+_____34_9+_571_____   PERM   2018-08-14
    1352      196   ______5_1+6__2_____+___4_____+_3__59___+7______2_+____1__4_+4__6__3__+__1_8____+_________   _________+_____1__2+__3_4__5_+_______4_+____5__6_+_17______+___3__8_7+4_______1+6___9____   ___9_____+_1____76_+3__8_4___+________4+____76___+_2______8+___2_____+_6__5_1__+4________   PERM   2018-08-15
    1353      133   ______5_1+6__3_____+____8_2__+_28___4__+___9_____+_1_______+7_6____3_+3__5_____+____2____   _________+_____1__2+__3_4__5_+______4__+___6_____+_7_5_2___+____8_94_+_1____8__+62_______   1___6____+__4____2_+____75___+____9_1_6+________5+__3______+6________+__7____4_+___4__28_   PERM   2018-08-16
    1354      136   ______5_1+6__7_____+_________+_4__98___+______47_+___3_____+____54__9+7_3____6_+2________   _________+_______12+__3__4___+______3_5+__6______+78__5____+_____9___+___6_34__+25_____7_   _________+______14_+_9___6___+_______36+_____5___+3__78____+_65_____9+_2_______+___34_8__   PERM   2018-08-17
    1355      131   ______5_1+6__9_____+______4__+___6___8_+__4______+_1_______+83_____7_+____526__+__7_4____   ________1+_______2_+__3__4___+_____54__+_1_______+26_______+____1___7+__7___38_+_4_96____   _57__8___+__3_____9+____9_41_+_____3___+___2_7___+6______8_+______2__+8___1____+________3   PERM   2018-08-18
    1356     2089   ______5_1+7__3_____+___8_____+_6__54___+____1__7_+_______3_+2_8______+____6_4__+3__2_____   ________1+_____2___+__3____45+_____6___+____782__+_14____5_+___43____+7________+8_____6__   1_3______+___7___6_+___4_____+5____2___+______49_+___9___7_+_7_______+____51__2+_6___3___   PERM   2018-08-19
    1358      132   ______5_2+____5_7__+6___4____+___1__28_+4__3_____+_________+_95____4_+_7_2_____+_____1___   _________+_____1__2+_34_____5+_______5_+____6___3+__178____+_____91__+_6____7__+37_______   _____8_5_+____9____+_3____16_+__51_____+8_1______+___3____2+_78__9___+_____4__3+_________   PERM   2018-08-20
    1359      134   ______5_2+_9____3__+_1_7_____+2_____43_+___1_5___+___8_____+___6___1_+5___4____+________8   _________+_______12+__3__4___+_____5___+_4_______+61__7__8_+___6__3__+__5___4_9+__9_1____   _4_____7_+_8__49___+_____2__5+_2____9__+_________+___71____+______8__+5_73___6_+__9______   PERM   2018-08-21
    1360      785   ______5_2+8___9____+______6__+7__2_____+___1_5___+_3_____8_+_15______+____4__3_+6_2______   ________1+_______23+__4__5___+_____67__+_2_______+81_______+____3_6__+___21____+__78___9_   ________8+4___2____+_______19+_93______+____6_5__+81_______+___9_3___+__5___4__+7____1___   PERM   2018-08-22
    1361      926   ______5_2+8___9____+______6__+7__2_____+___1_5___+_3_____9_+_15______+____4__3_+6_2______   ________1+_______23+__4__5___+_____64__+_2_______+71_______+____3_6__+___21____+__87___9_   2_7______+__6______+___8___4_+_4_9_____+______6_3+________7+_____3_8_+____67___+_5__2_1__   PERM   2018-08-23
    1362      132   ______5_3+__96_____+______2__+1__4___6_+72_______+___73____+____58___+_5___2___+_______4_   ________1+_______23+__4__5___+______6__+____78___+_3__2____+___7_45__+3__1_____+92_______   ____26___+__1__9___+______5__+_3__8____+________7+_______91+___63_8__+1__7_____+4_9______   PERM   2018-08-24
    1363      132   ______5_3+_4_2_____+______9__+6__4___2_+1______8_+__5______+_7____81_+____35___+__4______   ________1+________2+__3__4___+_____3_5_+_1____3__+6_7______+____2____+___81__9_+9_4____6_   3_2______+____57_8_+________6+_____9___+___2_3___+_1_____6_+____7_5__+_6__1_4__+________3   PERM   2018-08-25
    1364     4406   ______5_3+_7_6_____+______4__+_6_1_8___+4_____2__+2__7_____+____3__7_+5___4____+_______1_   _________+_____1__2+__3___45_+________6+_____2_17+_84______+____8____+___43_5__+71_______   _8_9_____+6_4____7_+_________+92_8_____+_5_______+_______43+__6_74___+____3____+______2_9   PERM   2018-08-26
    1365      133   ______5_3+_7_6_____+______4__+_6_1_8___+4_____2__+2__7_____+____5__7_+5___4____+_______1_   _________+_____1__2+__3___45_+________6+_____2_17+_34______+____8____+___43_5__+71_______   __3_6____+_________+12_____9_+__5______+_______29+6_7_3____+_1_9_2___+___8_____+______7_6   PERM   2018-08-27
    1366      131   ______5_3+6__1_____+2_____7__+8______1_+____65___+____4____+_5____4__+___28____+_3_9_____   _________+_______12+__3_45___+_____64_7+_1_______+85____3__+___19__8_+___2_____+__6______   ___9____3+_42______+_7______1+___1_6___+___8___2_+_5_____4_+_____5___+9_______6+____43___   PERM   2018-08-28
    1367      228   ______5_4+_2_____6_+__1______+____2_17_+4_______8+_________+5__4_8___+_6____21_+___3_____   _________+_____1__2+__3___45_+_______61+____3_7__+___5_____+____7_53_+_8_______+21___6___   _5____8_1+__346____+________2+4________+__63_____+____51___+_1___8___+___74__6_+_________   PERM   2018-08-29
    1368      362   ______5_4+_2_____6_+__1______+____2_17_+4_______8+_________+5__4_8___+_9____21_+___3_____   _________+_____1__2+__3___45_+_______61+____3_7__+___5_____+____8_53_+_9_______+21___6___   __1____4_+______6__+52_______+_____3___+___9_2__5+4_6____7_+_9______2+_________+6_8_4____   PERM   2018-08-30
    1369      138   ______5_4+6__8_____+______7__+___16__8_+_43______+_7_______+___57_2__+3______1_+_____4___   ________1+_______23+__1__4___+____3____+__5___6__+_7_28____+_2____4__+_8___65__+3________   ___71____+_28_____5+____3____+1________+_____7__2+_43___9__+_5___8___+______41_+______3__   PERM   2018-08-31
    1370     1635   ______5_6+___7___4_+3____1___+5_____1_3+___84____+_________+_47____2_+____853__+_________   _________+_______12+__3_45___+_________+_____43_1+26_7_____+____83___+___2___6_+__4___5__   _7__2____+5_______8+______14_+____4_27_+_________+6_8______+_46____2_+_________+___8_5__3   PERM   2018-09-01
    1371      759   ______5_6+___8__2__+8__3_____+_____7_9_+____62___+1________+_26_5____+___1____8+_______4_   ________1+________2+__3__4___+____1___5+___62____+_37____4_+___8__9__+1______3_+52_______   __9_____4+____12_7_+_58______+________9+7___2____+________8+_6____3__+___9___2_+___4_8___   PERM   2018-09-02
    1372      137   ______5_7+_8_4_____+______1__+2__71____+_6_____4_+________8+7_1_5____+_____4_6_+______3__   ________1+_______23+__4__5___+________6+____5_7__+12_3_____+_______4_+__7___5__+_8_1_2___   _7_______+__4_____2+___7____1+__2______+__1_____3+___8___9_+5___42___+____1_8__+_9_____7_   PERM   2018-09-03
    1373      132   ______5_7+6__3_____+______2__+____579__+1________+____2____+___8_3_6_+__31___4_+_5_______   ________1+_______2_+__3__4___+______3_5+_6_______+72__8____+____6_1__+___72____+__1___9_4   __6__3___+_______1_+______7__+_5______1+_____1_69+47_______+_8_47____+____5____+_______23   PERM   2018-09-04
    1374      132   ______5_7+6__3_____+______2__+____579__+1________+____2____+___8_3_6_+__91___4_+_5_______   ________1+_______2_+__3__4___+______3_5+_6_______+72__1____+____6_8__+___72____+__8___9_4   ___1_____+__6___4__+_____7___+_8_______+27_____1_+___96____+_______72+____5__8_+__543____   PERM   2018-09-05
    1375      772   ______5_7+9___1____+______6__+_5_6_2___+_7_____8_+_______1_+___7__4__+83_______+1__4_____   _________+_____1_23+__4_56___+________7+___28___9+__5______+______56_+_2_______+93_8_____   ________5+______6_1+8__4_____+_______4_+_1__75___+_6_____9_+4____2___+93_______+_____6__2   PERM   2018-09-06
    1376      133   ______5_8+6__3_____+______2__+____589__+1________+____2____+___1_3_6_+__97___4_+_5_______   ________1+_______2_+__3__4___+______3_5+_6_______+72__1____+____6_8__+___72____+__8___4_9   __76_8___+___7____9+_______52+_9_______+___4_1___+52______3+____2____+_____3___+__4___6__   PERM   2018-09-07
    1377      548   ______5_8+9___7____+______6__+_5_6_2___+_8_____7_+_______1_+___8__4__+13_______+7__4_____   _________+_____1_23+__4_56___+________7+___28___9+__5______+______65_+_2_______+93_8_____   26__4____+_______95+_8_______+______3__+__9______+___48_2__+_________+_____168_+__79_5___   PERM   2018-09-08
    1378      216   ______5_9+1___7____+___2___6_+_62____5_+_____1___+____3____+4_____1_7+_8_6_____+______3__   ________1+_______2_+__3_45___+_____65__+_1_______+72_8_____+___2____7+__5___4__+93_______   __7_5____+_61_4____+___3___4_+__8__1___+_______2_+9______3_+_____7__6+3__2_____+______1__   PERM   2018-09-09
    1379      132   ______5_9+2__8_____+___4____3+____56___+1______9_+____3____+___7__12_+_65______+______4__   ________1+________2+__3__4___+_____5_3_+_1____64_+75_______+____2____+___71____+6_8____9_   7_5___8__+____29___+____1____+________1+________2+__34_____+_2____47_+96_______+___6__3__   PERM   2018-09-10
    1380      134   ______51_+___32____+___6_____+1_8__5___+___43___2+_________+___1_87__+23_______+_6_______   _________+_____1_23+__456____+______5_4+______7__+_8__32___+____7____+___45____+31_______   ______74_+___1_8___+___3_____+_________+_76_4____+___5_1__8+___76__9_+18_______+3________   PERM   2018-09-11
    1381     1693   ______51_+_7_3_____+_______8_+__7_51___+_2____6_3+_________+4__6__2__+1_5_4____+_________   _________+_____1_23+__4_5___1+_________+___3_2_6_+_75___4__+____7_6__+3_2______+8________   ___46____+9__3_____+__8___9__+3__6_____+4________+____2_1__+_______47+__1______+__2_8__3_   PERM   2018-09-12
    1382      133   ______51_+2__4_____+_9_______+_65_7____+___5__8__+_1_______+8_____4_2+3___61___+_________   _________+_____1_23+_45__6___+______4_7+____8____+3____2___+____4____+__975____+7_______1   _63______+_____71__+___4_____+_________+_____5_39+71___2___+___3_____+___96___8+_2____6__   PERM   2018-09-13
    1383      174   ______51_+4__3_____+2________+___71__6_+8_____4__+_5_______+_1___8___+__6____3_+___2__8__   _________+__1__2__3+__4_5__6_+________1+___5_____+_2__7___8+_____3___+___1__4__+76_____5_   __6__5__2+_3_7____8+_________+_7_______+_____645_+8___2____+___8_____+6________+__49___3_   PERM   2018-09-14
    1384      155   ______51_+6___7____+___3_____+___4_12__+3____5___+7_6______+_1____4_7+_8__2____+_________   _________+_____1__2+_34_____5+______36_+____7_8__+__145____+_____36__+___8_____+5_7______   __8____7_+___12____+___9__6__+____67_5_+1_3______+_____5___+________1+7________+9__8____2   PERM   2018-09-15
    1385      441   ______51_+7___2____+______6__+__9____8_+___57____+_1_______+6_____4_2+3__1_8___+___9_____   ________1+_______2_+__3_45___+_____6___+___1_27__+__8___3__+____8____+_2______6+47__9____   __1______+_____482_+_6_______+9______61+4____3___+_______5_+__5_6____+______3__+___89_7__   PERM   2018-09-16
    1386      405   ______513+4__2_____+_________+___4_62__+_39______+1________+68_____4_+___79____+____3____   _________+______123+__4__5___+_____1___+___26____+_75_____4+___8_75__+2________+6_9______   ___5_1___+__7___48_+___2_____+9___47___+______6__+_______25+_____97__+326______+_________   PERM   2018-09-17
    1387      132   ______52_+____6____+____3____+_1_5__2__+_48______+________3+___2_17__+3_6____4_+9________   ________1+________2+____34___+_____536_+__7______+_12_8____+___2_____+6____34__+89_______   _______97+__3_1____+____8____+___2_7___+4____9___+5_8______+_____51__+_7_______+__1_6_3__   PERM   2018-09-18
    1388      316   ______52_+___8__1__+_76______+_3_2____4+5__1_____+_______7_+____763__+1________+____4____   ________1+_______23+__4_56___+_____2___+_6_3_____+_75_____8+____7_5__+1________+3____8___   _3_______+___19___2+6___5____+_____4___+_2___6___+__9____1_+________4+_518_____+______3_6   PERM   2018-09-19
    1389    61804   ______52_+_8_4_____+_3___9___+5_1___6__+2__7_____+___3_____+6___1____+______7_4+_______3_   ________1+______23_+__4__5___+_______67+_1__8____+_9_2_____+___1_____+__73_____+5_6____4_   ___8_3__4+__25_____+__6______+______9_2+3__4_____+_______6_+_______58+_7__6____+__9_1____   PERM   2018-09-20
    1390      133   ______52_+4______1_+3___4____+_2_4_____+____8_7__+_1_______+7_____3__+___1_6___+___5_2___   _________+_______12+__3__4__5+_________+_____346_+12_______+___27____+__8___6__+_6_51____   5_3______+_____7_2_+6_1______+_9___2___+8_____1__+______5__+___1_6___+___5___8_+_8_____7_   PERM   2018-09-21
    1391      135   ______52_+4______8_+3___4____+_2_4_____+____7_6__+_1_______+6_____3__+___1_2___+___5_8___   _________+_______12+__3__4__5+_________+_____346_+27_______+___12____+__8___6__+6__57____   ___4_73__+_89______+_________+_________+___29____+3___5_7__+_______29+1____4___+__4____58   PERM   2018-09-22
    1392     1153   ______52_+4___6____+____1____+_3_5_7___+_______86+___2_____+6_4_____1+___3__7__+1________   ________1+_____1_23+__4______+____23___+__5______+_67___4__+___7__5__+3_______2+8__6_____   64__7____+______1_3+2________+___3_1__8+7________+___8_____+____2__6_+__31_____+__5____4_   PERM   2018-09-23
    1393      134   ______52_+4__6_____+______8__+15____3__+___26____+__74_____+2______4_+_3__5____+_____1___   _________+_____1__2+__3____45+____6____+_7_5_____+12____7__+__53_____+__6__21__+8________   __19_7___+______4_6+____2___5+_____5__4+6_9______+__8______+___1__9__+5____6___+_______7_   PERM   2018-09-24
    1394      133   ______52_+4__6_____+______8__+15____3__+___26____+__74_____+2______4_+_8__5____+_____1___   _________+_____1__2+__3____45+____6____+_7_5_____+12____7__+__54_____+__6__21__+8________   _________+_____3__2+8______59+____4____+_23___1__+_1_9_____+4____23__+9__5_____+__7______   PERM   2018-09-25
    1395     7445   ______52_+6__3_____+3______4_+_2__4____+___5__3__+_1_______+5_____7__+____12___+___4_8___   _________+_______12+__3__4__5+_________+_____563_+27_______+___28____+__5_1_3__+1__7_____   2___3_1__+_________+______75_+_________+____1__28+_67______+1__5____2+___4_7___+__5__6___   PERM   2018-09-26
    1396     3841   ______52_+6__3_____+3______4_+_2__4____+___5__6__+_1_______+5_____7__+____12___+___4_8___   _________+_______12+__3__4__5+_________+_____536_+27_______+___28____+__5_1_6__+1__7_____   __2____5_+___4_____+6__9_____+____2__8_+49_______+_16______+____7___6+_______29+__7_5____   PERM   2018-09-27
